rung,fold,lambda,lambda_label,inner_mean_log_loss,selected
D1,4,0.001,lam=0.001,1.13921122263242,False
D1,4,0.0030000000000000001,lam=0.003,1.1356457089288263,False
D1,4,0.01,lam=0.01,1.1292711520658707,False
D1,4,0.029999999999999999,lam=0.03,1.1210757033964522,False
D1,4,0.10000000000000001,lam=0.1,1.1099611611921421,False
D1,4,0.29999999999999999,lam=0.3,1.0961507929603764,False
D1,4,1,lam=1,1.0758156333492548,False
D1,4,3,lam=3,1.0552567306596012,False
D1,4,10,lam=10,1.0328395625304405,False
D1,4,30,lam=30,1.0131840245392487,False
D1,4,100,lam=100,0.99606860852366652,False
D1,4,300,lam=300,0.98780505741527591,True
D1,4,1000,lam=1000,0.98851716405497736,False
D1,4,3000,lam=3000,1.0000864678946939,False
D1,4,10000,lam=10000,1.0233925212369026,False
D2,1,9.9999999999999995e-07,lam=1e-06,6.4772702809385683,False
D2,1,3.0000000000000001e-06,lam=3e-06,6.444167620874282,False
D2,1,1.0000000000000001e-05,lam=1e-05,6.3794667382792856,False
D2,1,3.0000000000000001e-05,lam=3e-05,6.3233462475571036,False
D2,1,0.0001,lam=0.0001,6.2255196107854918,False
D2,1,0.00029999999999999997,lam=0.0003,6.0832989507573938,False
D2,1,0.001,lam=0.001,5.8063416725365364,False
D2,1,0.0030000000000000001,lam=0.003,5.2940098072005366,False
D2,1,0.01,lam=0.01,4.3510120215044035,False
D2,1,0.029999999999999999,lam=0.03,3.3660986428715551,False
D2,1,0.10000000000000001,lam=0.1,2.640959436470804,False
D2,1,0.29999999999999999,lam=0.3,2.1197265239884637,False
D2,1,1,lam=1,1.6681535072664164,False
D2,1,3,lam=3,1.4535509126175237,False
D2,1,10,lam=10,1.3233720371032758,False
D2,1,30,lam=30,1.2115513809668799,False
D2,1,100,lam=100,1.1032470775565253,False
D2,1,300,lam=300,1.0447704387566568,False
D2,1,1000,lam=1000,1.0262737013229246,True
D2,1,3000,lam=3000,1.0377064677255778,False
D2,1,10000,lam=10000,1.055218722689838,False
D2,2,9.9999999999999995e-07,lam=1e-06,2.7449513849458507,False
D2,2,3.0000000000000001e-06,lam=3e-06,2.7041252693033608,False
D2,2,1.0000000000000001e-05,lam=1e-05,2.6523890999255921,False
D2,2,3.0000000000000001e-05,lam=3e-05,2.6037354011805287,False
D2,2,0.0001,lam=0.0001,2.5395130201094727,False
D2,2,0.00029999999999999997,lam=0.0003,2.4612203280925837,False
D2,2,0.001,lam=0.001,2.3480275506400452,False
D2,2,0.0030000000000000001,lam=0.003,2.2508668726284418,False
D2,2,0.01,lam=0.01,2.1390241284317111,False
D2,2,0.029999999999999999,lam=0.03,2.0336739577862888,False
D2,2,0.10000000000000001,lam=0.1,1.9050840432645315,False
D2,2,0.29999999999999999,lam=0.3,1.767201070044893,False
D2,2,1,lam=1,1.5946517991325837,False
D2,2,3,lam=3,1.4384964041187032,False
D2,2,10,lam=10,1.2838751290530679,False
D2,2,30,lam=30,1.1549156148347888,False
D2,2,100,lam=100,1.0541018207828905,False
D2,2,300,lam=300,1.0120721472812206,False
D2,2,1000,lam=1000,1.0011729101787974,True
D2,2,3000,lam=3000,1.012095998030174,False
D2,2,10000,lam=10000,1.0334218039588008,False
D2,3,9.9999999999999995e-07,lam=1e-06,1.9155208054060162,False
D2,3,3.0000000000000001e-06,lam=3e-06,1.8738996417739953,False
D2,3,1.0000000000000001e-05,lam=1e-05,1.8220398674878333,False
D2,3,3.0000000000000001e-05,lam=3e-05,1.7705504412949655,False
D2,3,0.0001,lam=0.0001,1.69823936577715,False
D2,3,0.00029999999999999997,lam=0.0003,1.5938318930798339,False
D2,3,0.001,lam=0.001,1.4795077347074161,False
D2,3,0.0030000000000000001,lam=0.003,1.4088564520748492,False
D2,3,0.01,lam=0.01,1.3538656211851245,False
D2,3,0.029999999999999999,lam=0.03,1.3140932288576548,False
D2,3,0.10000000000000001,lam=0.1,1.2680678001863854,False
D2,3,0.29999999999999999,lam=0.3,1.2196363476167085,False
D2,3,1,lam=1,1.157789542163614,False
D2,3,3,lam=3,1.0990799721378217,False
D2,3,10,lam=10,1.0435679211770204,False
D2,3,30,lam=30,1.0068110311579253,False
D2,3,100,lam=100,0.98278046408147912,False
D2,3,300,lam=300,0.9740317810076371,True
D2,3,1000,lam=1000,0.97596302089320774,False
D2,3,3000,lam=3000,0.98963061651760631,False
D2,3,10000,lam=10000,1.0149173503805133,False
D2,4,9.9999999999999995e-07,lam=1e-06,1.1582608093438589,False
D2,4,3.0000000000000001e-06,lam=3e-06,1.156571388065015,False
D2,4,1.0000000000000001e-05,lam=1e-05,1.154722968721416,False
D2,4,3.0000000000000001e-05,lam=3e-05,1.1530269013531314,False
D2,4,0.0001,lam=0.0001,1.1511116887832218,False
D2,4,0.00029999999999999997,lam=0.0003,1.1491856910026002,False
D2,4,0.001,lam=0.001,1.1464685775498762,False
D2,4,0.0030000000000000001,lam=0.003,1.1426036229099119,False
D2,4,0.01,lam=0.01,1.1356835569299477,False
D2,4,0.029999999999999999,lam=0.03,1.1270903595358783,False
D2,4,0.10000000000000001,lam=0.1,1.1152890039675813,False
D2,4,0.29999999999999999,lam=0.3,1.098834247899354,False
D2,4,1,lam=1,1.0738531977204753,False
D2,4,3,lam=3,1.0499720590299431,False
D2,4,10,lam=10,1.0266578674339542,False
D2,4,30,lam=30,1.0080098561312774,False
D2,4,100,lam=100,0.99233939101430746,False
D2,4,300,lam=300,0.98490890816093934,True
D2,4,1000,lam=1000,0.98589760943132299,False
D2,4,3000,lam=3000,0.99740021754759822,False
D2,4,10000,lam=10000,1.0210230913095617,False
